OBJECTID,BUSLIC_LOCATION_ID,DEA_FACILITY_ADDRESS,DEA_STALLS,FAC_NAME,HRS_MONFRI,HRS_SAT,HRS_SUN,FAC_TYPE,RTE_1HR,RTE_2HR,RTE_3HR,RTE_ALLDAY,DISABLED,OP_NAME,OP_PHONE,OP_PHONE2,PAYMENT_TYPE,OTHER,WEBNAME,REGIONID,OUTOFSERV,VACANT,STATUS,DATETIME,Longitude,Latitude
590,645761,"1320 E PINE ST, SEATTLE, WA 98112",52,,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.3148173,47.61543186
591,4515,"1320 UNIVERSITY ST, SEATTLE, WA 09101",87,,,,,SURFACE LOT,,,,7,,,,,,N,,,,,,,-122.3241847,47.61287179
592,540891,"1400 6TH AV, SEATTLE, WA 98101",300,Sheraton Seattle Hotel - Valet,24 hours,24 hours,24 hours,GARAGE,16,19,,38,,"Ace Parking Management, Inc.",(206) 621-9000,,,N,SHERATON,,,,,,-122.3333859,47.6108699
593,4530,"10 HARRISON ST, SEATTLE, WA   98109",52,Seattle Center Garage #25,Self park location,Self park location,Self park location,SURFACE LOT,5,5,,,,U-Park System,(206) 284-9797,,,N,U-PARK,0,,,,,-122.3565286,47.62229994
594,4531,"600 WARREN AV N, SEATTLE, WA   98109",58,Seattle Center Lot #26,24 Hours,24 Hours,24 Hours,SURFACE LOT,10,10,,12,1,U-Park System,(206) 284-9797,,,N,U-PARK,0,,,,,-122.3538268,47.62487381
595,4509,"170 MERCER ST, SEATTLE, WA   98109",24,,,,,SURFACE LOT,,,,,1,U-Park System,,,,N,U-PARK,0,,,,,-122.3530134,47.62483079
596,593925,"4535 ROOSEVELT WY NE, SEATTLE, WA   98105",145,45th and 9th,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.3179842,47.66272125
597,645750,"1511 DEXTER AV N, SEATTLE, WA   98109",17,,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.3424958,47.63274919
598,686182,"4244 8TH AVE NE, SEATTLE, WA 98115",9,CoHo,,,,SURFACE LOT,,,,,,,,,,N,,,,,,,-122.3195009,47.65882956
599,681391,"4900 25TH AVE NE, SEATTLE, WA 98115",25,Office Depot,,,,SURFACE LOT,,,,,,,,,,N,,,,,,,-122.2993173,47.66460059
600,593941,"4763 BALLARD AVE NW, SEATTLE, WA 98107",45,Ballard Sheet Metal,,,,SURFACE LOT,,,,,,,,,,N,,,,,,,-122.3810243,47.66411298
601,655406,"1700 WESTLAKE AVE N, SEATTLE, WA 98109",197,Lake Union Building - Lot #102,,,,,2,,,12,,,,,,N,,,,,,,-122.3396834,47.63376018
602,584053,"4749 BALLARD AVE NW, SEATTLE, WA 98107",24,Ballard Hardware,,,,SURFACE LOT,,,,,,,,,,N,,,,,,,-122.3806378,47.66353074
603,644075,"2825 EASTLAKE AVE E, SEATTLE, WA 98102",155,Eastlake Garage,,,,GARAGE,,,,,,,,,,N,,,,,,,-122.3258147,47.6464168
604,665262,"809 NE 45TH ST, SEATTLE, WA 98105",100,Petco,,,,SURFACE LOT,,,,,,,,,,N,,,,,,,-122.3192042,47.66096828
605,706139,"6559 15TH AVE NW, SEATTLE, WA 98117",25,,,,,,,,,,,,,,,N,,,,,,,-122.3770152,47.67757817
606,665263,"5300 15TH AVE NW, SEATTLE, WA 98107",11,5300 17th Ave NW,,,,SURFACE LOT,,,,,,,,,,N,,,,,,,-122.3759316,47.66749557
607,507529,"1121 NE 45TH ST, SEATTLE, WA 98105",56,,,,,SURFACE LOT,,,,,,,,,,N,,,,,,,-122.3156526,47.66106731
608,672516,"4715 25TH AVE NE, SEATTLE, WA 98105",39,Key Bank,,,,SURFACE LOT,,,,,,,,,,N,,,,,,,-122.3012302,47.66355313
609,690568,"4701 UNIVERSITY WAY NE, SEATTLE, WA 98105",36,B of A Garage,,,,GARAGE,,,,,,,,,,N,,,,,,,-122.3133973,47.66344947
610,625124,"7420 9TH AVE NE, SEATTLE, WA 98115",26,Apostolic Faith Church,,,,SURFACE LOT,,,,,,,,,,N,,,,,,,-122.3182791,47.68277641
611,690564,"4333 FREMONT AVE N, SEATTLE, WA 98103",13,Fremont,,,,SURFACE LOT,,,,,,,,,,N,,,,,,,-122.3502976,47.65994972
612,705410,"907 NE 45TH ST, SEATTLE, WA 98105",17,The Kennedy Building,,,,GARAGE,,,,,,,,,,N,,,,,,,-122.3184632,47.66085057
613,595351,"743 N 35TH ST, SEATTLE, WA 98103",39,Fremont Lake View,,,,SURFACE LOT,,,,,,,,,,N,,,,,,,-122.348018,47.64992887
614,595167,"660 ELLIOTT AVE W, SEATTLE, WA 98119",37,,,,,SURFACE LOT,,,,,,,,,,N,,,,,,,-122.3674687,47.62624617
615,593933,"2003 W DRAVUS ST, SEATTLE, WA 98199",78,,,,,SURFACE LOT,,,,,,,,,,N,,,,,,,-122.3822155,47.64826697
616,662392,"601 ELLIOTT AVE W, SEATTLE, WA 98119",150,,,,,SURFACE LOT,,,,,,,,,,N,,,,,,,-122.3665569,47.62473669
617,660191,"1101 DEXTER AVE N, SEATTLE, WA 98109",406,,,,,,,,,,,,,,,N,,,,,,,-122.3425868,47.62905502
618,645733,"901 DEXTER AV N, SEATTLE, WA   98109",43,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,-122.3426381,47.62736019
619,661552,"3282 FUHRMAN AVE E, SEATTLE, WA 98102",40,,,,,SURFACE LOT,,,,,,,,,,N,,,,,,,-122.3209046,47.65152681
620,655921,"1518 W DRAVUS ST, SEATTLE, WA 98119",12,,,,,SURFACE LOT,,,,,,,,,,N,,,,,,,-122.3769532,47.64864468
621,625096,"901 FAIRVIEW AVE N, SEATTLE, WA 98109",175,,,,,SURFACE LOT,,,,,,,,,,N,,,,,,,-122.3338382,47.62774213
622,678058,"2501 EASTLAKE AVE E, SEATTLE, WA 98102",30,,,,,,,,,,,,,,,N,,,,,,,-122.3262573,47.64219356
623,595336,"1001 FAIRVIEW AV N, SEATTLE, WA   98109",88,,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.3317286,47.62901951
624,679473,"1100 FAIRVIEW AVE N, SEATTLE, WA 98109",21,,,,,,,,,,,,,,,N,,,,,,,-122.3303531,47.62855111
625,593946,"1818 YALE AV, SEATTLE, WA   98122",28,,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.3302267,47.61812303
626,593945,"1717 BOYLSTON AV, SEATTLE, WA   98122",28,,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.3237628,47.61692276
627,693815,"2100 E MADISON ST, SEATTLE, WA 98112",12,,,,,SURFACE LOT,,,,,,,,,,N,,,,,,,-122.3041295,47.61843464
628,634486,"1807 HARVARD AV, SEATTLE, WA   98122",62,,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.322501,47.61789795
629,635154,"1701 BROADWAY, SEATTLE, WA   98122",36,,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.3213529,47.61676763
630,653859,"321 15TH AVE E, SEATTLE, WA 98112",37,,,,,SURFACE LOT,,,,,,,,,,N,,,,,,,-122.3131526,47.62129155
631,576757,"201 16TH AV E, SEATTLE, WA   98112",300,,,,,GARAGE,,,,,,,,,,N,DIAMOND,0,,,,,-122.3122755,47.62013575
632,635079,"1732 BROADWAY, SEATTLE, WA   98122",30,Bonney Watson Broadway,24 hours,24 hours,24 hours,SURFACE LOT,4,4,6,10,,,,,,N,REPUBLIC - BONNEY WATSON BROADWAY,0,,,,,-122.3205529,47.6173296
633,663733,"230 BROADWAY E, SEATTLE, WA 98102",72,,,,,GARAGE,,,,,,,,,,N,,,,,,,-122.3205414,47.62084023
634,679932,"117 BELMONT AVE E, SEATTLE, WA 98102",17,,,,,SURFACE LOT,,,,,,,,,,N,,,,,,,-122.3243244,47.61900285
635,690978,"110 SUMMIT AVE E, SEATTLE, WA 98102",10,,,,,SURFACE LOT,,,,,,,,,,N,,,,,,,-122.325121,47.61883464
636,645755,"1600 E OLIVE WY, SEATTLE, WA   98122",21,,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.3250639,47.61939728
637,625103,"1305 STEWART ST, SEATTLE, WA 98109",204,,,,,SURFACE LOT,,,,,,,,,,N,,,,,,,-122.329942,47.61868999
638,663739,"1100 OLIVE WAY, SEATTLE, WA 98101",166,Met Park West - Lot #111,,,,GARAGE,13,,,30,,,,,,N,,,,,,,-122.330855,47.61597373
639,593949,"1817 BOREN AV, SEATTLE, WA   98101",86,,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.3321963,47.6163366
640,584041,"1900 9TH AV, SEATTLE, WA   98101",183,,,,,GARAGE,,,,,,,,,,N,DIAMOND,0,,,,,-122.3344802,47.6159766
641,663738,"1730 MINOR AVE, SEATTLE, WA 98101",283,Met Park East - Lot #110,,,,GARAGE,13,16,,30,,,,,,N,,,,,,,-122.3296518,47.61695064
642,593917,"1820 MINOR AV, SEATTLE, WA   98101",22,,,,,GARAGE,,,,,,,,,,N,DIAMOND,0,,,,,-122.3313435,47.61782843
643,635361,"1620 MELROSE AVE, SEATTLE, WA 98122",19,,,,,GARAGE,,,,,,,,,,N,,,,,,,-122.3275817,47.61598499
644,593934,"1204 HOWELL ST, SEATTLE, WA   98102",16,,,,,SURFACE LOT,,,,,,,,,,N,DIAMOND,0,,,,,-122.3305525,47.61726332
645,690379,"1901 MINOR AVE, SEATTLE, WA 98101",72,,,,,SURFACE LOT,,,,,,,,,,N,,,,,,,-122.3322821,47.6175593
646,635159,"2115 WESTLAKE AV, SEATTLE, WA 98121",21,,,,,SURFACE LOT,,,,,1,Diamond Parking Service,,,,N,DIAMOND,0,,,,,-122.3384575,47.61706539
647,532324,"1821 BOREN AVE, SEATTLE, WA 98101",100,Hilton Garden Inn Seattle,6:00am - 11:00pm,6:00am - 11:00pm,6:00am - 11:00pm,,,,,,,,,,,N,,,,,,,-122.3326132,47.61664687
648,4602,"2246 1ST AV S, SEATTLE, WA   98134",56,Stadium Parking Lot #98,Self park location,Self park location,Self park location,SURFACE LOT,,,,,,U-Park System,(206) 284-9797,,,N,U-PARK,0,,,,,-122.3337585,47.58257948
649,4576,"173 N 35TH ST, SEATTLE, WA   98133",36,,,,,SURFACE LOT,7,7,,10,,U-Park System,,,,N,U-PARK,0,,,,,-122.3547073,47.6510678
650,4586,"2210 1ST AV, SEATTLE, WA",29,Belltown Lot #82,,,,SURFACE LOT,12,12,,20,1,U-Park System,(206) 284-9797,,,N,U-PARK,0,,,,,-122.3453428,47.61302263
651,4519,"1920 TERRY AV, SEATTLE, WA   98101",27,Denny Triangle Lot #14,,,,SURFACE LOT,10,10,,15,,U-Park System,(206) 284-9797,,,N,U-PARK,0,,,,,-122.3340956,47.61688534
652,4606,"2317 WESTERN AV, SEATTLE, WA   98121",28,Belltown Lot #102,,,,SURFACE LOT,7,7,,12,,U-Park System,(206) 284-9797,,,N,U-PARK,0,,,,,-122.34835,47.61297214
653,4514,"115 MERCER ST, SEATTLE, WA   98109",23,Seattle Center Lot #9,Self park location,Self park location,Self park location,SURFACE LOT,7,7,,10,,U-Park System,(206) 284-9797,,,N,U-PARK,0,,,,,-122.3543616,47.62431214
654,4505,"5 W HARRISON ST, SEATTLE, WA   98119",17,Queen Anne #100,6:00am - 6:00pm,Self park location,Self park location,SURFACE LOT,5,5,,10,1,U-Park System,(206) 284-9797,,,N,U-PARK,0,,,,,-122.3569468,47.62192908
655,4517,"201 ROY ST, SEATTLE, WA   98109",60,Seattle Opera Lot #12,Self park location,Self park location,Self park location,SURFACE LOT,10,10,,12,,U-Park System,(206) 284-9797,,,N,U-PARK,0,,,,,-122.3523929,47.62527908
656,614872,"700 5TH AV, SEATTLE, WA 98104",643,SMT Garage,6am-10pm,CLOSED,CLOSED,GARAGE,9,12,,24,,"Ace Parking Management, Inc.",(206) 381-1789,,,N,IMPARK,0,,,,,-122.3298807,47.60500737
657,613634,"1200 6TH AV, SEATTLE, WA   98101",165,Park Place Building,6:00am - 6:00pm,Closed,Closed,GARAGE,,,,,6,"Ace Parking Management, Inc.",,,,N,ACE PARKING - PARK PLACE BUILDING,0,,,,,-122.3320173,47.60909042
658,2000029,"114 JAMES ST, SEATTLE, WA   98104",435,Butler Garage,6:30am - 10:00pm,10:00am - 2:00am,Closed,GARAGE,4,11.5,,25,11,,,,,N,,12,N,128,118,08/03/2017 06:13:07 PM +0000,-122.3330768,47.60238226
